timeline_id,project_id,milestone_name,planned_date,actual_date,days_delayed,delay_reason,responsible_party,status,notes
1357,330,Bid Award,,,,,Regulator,NOT STARTED,Permit dependent
1358,330,50% Complete,,,,,Utility,In Progress,
1359,330,Environmental Review,05-30-2026,,,,Engineer,COMPLETE,
1360,330,Substantial Completion,2025/02/03,06/18/2020,-1691,,Owner,Complete,
1361,330,Project Closeout,2020-04-05,,,,Regulator,Delayed,
1362,176,Environmental Review,2027-10-07,04/12/2019,-3100,,Third Party,Complete,On critical path
1363,176,Substantial Completion,2026-06-29,2020-02-10,-2331,,Third Party,Delayed,Permit dependent
1364,176,Design Complete,2023/09/15,,-268,,Third Party,Not Started,Permit dependent
1365,176,50% Complete,,2022-01-03,-1528,,Regulator,In Progress,
1366,176,Bid Award,15/09/2026,2022/09/22,,,Contractor,Not Started,On critical path
1367,176,Final Inspection,2021/05/09,,1214,Environmental review,Owner,Delayed,Permit dependent
1368,176,Project Closeout,04/22/2026,10-01-2026,162,,Regulator,,
1369,176,Ground Breaking,04/19/2022,01/07/2023,?,Weather,Third Party,complete,
1370,369,Final Inspection,,09/13/2022,768,Permitting,Contractor,Not Started,
1371,369,Design Complete,2027/05/14,06/02/2020,,,Utility,Complete,
1372,369,50% Complete,02-03-2022,06/06/2023,488,Permitting,Engineer,Not Started,
1373,369,Project Closeout,04-30-2025,2019-02-13,-2268,,Engineer,Not Started,
1374,369,Bid Award,2024-12-28,2021-12-03,-1121,,Utility,Skipped,Float available
1375,369,Ground Breaking,12/26/2026,08/28/2027,,Weather,Third Party,COMPLETE,
1376,369,Substantial Completion,05/12/2027,2020/03/26,-2810,,Regulator,Not Started,
1377,369,Environmental Review,2018/06/22,2023-03-07,,Design changes,Contractor,Complete,Permit dependent
1378,315,Final Inspection,05/09/2022,09-16-2019,-966,,Third Party,complete,
1379,315,Ground Breaking,2021-01-11,2025/09/25,1718,,Regulator,Not Started,Permit dependent
1380,315,Design Complete,2021-07-25,25/02/2021,-150,,Engineer,Delayed,
1381,315,Substantial Completion,06/23/2020,2024-02-07,1324,Right-of-way,Regulator,In Progress,
1382,315,Bid Award,09-13-2025,11/22/2022,n/a,,Contractor,Not Started,Permit dependent
1383,315,Project Closeout,10/03/2023,2022/07/24,-229,,Engineer,Complete,
1384,315,50% Complete,06/02/2025,03/11/2021,-1544,,Contractor,Complete,On critical path
1385,188,Ground Breaking,2019-09-05,,,,Owner,Not Started,
1386,188,Project Closeout,2020/03/13,,TBD,,Owner,Skipped,On critical path
1387,188,Final Inspection,2019/07/16,2018/09/05,-314,,Third Party,In Progress,
1388,188,Design Complete,12-29-2019,11/12/2025,2174,Contractor issues,Regulator,Not Started,
1389,140,Substantial Completion,,,,,Regulator,Complete,On critical path
1390,140,Ground Breaking,05-20-2021,,-299,,Contractor,Skipped,On critical path
1391,140,Design Complete,2020/06/19,2022-07-24,765,Utility conflicts,Owner,In Progress,Permit dependent
1392,249,Bid Award,2019-11-20,,,,Engineer,Not Started,Float available
1393,249,50% Complete,,,,,Third Party,Not Started,Permit dependent
1394,249,Substantial Completion,2024-12-19,,,,Utility,Delayed,
1395,249,Ground Breaking,22/05/2019,,,,Third Party,In progress,On critical path
1396,249,Design Complete,02/13/2026,,,,Third Party,Complete,
1397,219,Bid Award,19/10/2018,2020/11/25,768,Environmental review,Owner,Skipped,On critical path
1398,219,Project Closeout,08/25/2020,31/07/2026,2166,Contractor issues,Third Party,Delayed,On critical path
1399,219,Substantial Completion,10/13/2019,08-18-2021,675,Funding gap,Third Party,Not Started,Permit dependent
1400,219,Final Inspection,2024/01/09,2022-03-17,-663,,Utility,Skipped,On critical path
1401,219,50% Complete,2026/10/08,2025/05/01,-525,,Engineer,Skipped,
1402,189,Environmental Review,2027-08-12,2020-09-28,-2509,,Third Party,In Progress,
1403,189,Final Inspection,2023/06/28,2023-02-13,-135,,Engineer,In Progress,
1404,189,50% Complete,07-22-2027,03/14/2021,-2321,,Contractor,In Progress,On critical path
1405,247,Project Closeout,,14/03/2027,2086,Labor shortage,Contractor,Skipped,
1406,247,Environmental Review,05/23/2025,2021/03/13,-1532,,Owner,Delayed,On critical path
1407,247,Final Inspection,2024/10/11,01/14/2026,,Design changes,Engineer,Delayed,On critical path
1408,247,Bid Award,2018-12-28,2023/08/28,1704,Labor shortage,Engineer,In Progress,Permit dependent
1409,247,50% Complete,,02/07/2022,966,Weather,Owner,In Progress,
1410,247,Ground Breaking,2023-11-16,07-17-2018,,,Owner,Complete,Permit dependent
1411,247,Design Complete,03-20-2020,2019/11/16,-125,,Regulator,In Progress,Permit dependent
1412,247,Substantial Completion,09-11-2023,29/01/2024,140,,Owner,Delayed,
1413,418,Ground Breaking,30/09/2023,2027/08/21,1421,Weather,Contractor,Skipped,
1414,418,Final Inspection,05/28/2019,2020/07/03,402,Labor shortage,Regulator,Not Started,Permit dependent
1415,418,Project Closeout,2020/11/18,11/05/2021,352,Supply chain delays,Owner,Delayed,Float available
1416,418,Design Complete,05-08-2023,2025/07/09,793,Design changes,Utility,Not Started,Permit dependent
1417,418,Substantial Completion,04/16/2024,,736,,Utility,Complete,
1418,418,Bid Award,10/01/2023,2027-09-27,1457,Funding gap,Owner,Not Started,On critical path
1419,418,50% Complete,24/09/2018,21/09/2018,-3,,Contractor,In Progress,Float available
1420,321,Ground Breaking,20/03/2021,04/16/2027,2218,Permitting,Utility,Not Started,
1421,321,Final Inspection,03-24-2023,2021/06/16,-646,,Third Party,In Progress,
1422,496,Design Complete,2026-02-15,2025/01/13,-398,,Third Party,Not Started,
1423,496,Ground Breaking,04-15-2022,22/03/2019,-1120,,Contractor,,On critical path
1424,496,Substantial Completion,19/10/2022,2027-05-22,,Environmental review,Third Party,Delayed,
1425,496,Bid Award,2026/11/28,2019-07-11,-2697,,Regulator,In Progress,Permit dependent
1426,496,Environmental Review,2024-08-11,02/14/2024,-179,,Owner,In Progress,
1427,496,Project Closeout,04/07/2024,12/14/2026,,Funding gap,Owner,Delayed,
1428,496,Final Inspection,2021-01-17,2023/06/27,891,Weather,Third Party,Not Started,
1429,71,Environmental Review,01/31/2022,07/13/2022,163,Weather,Contractor,Skipped,
1430,71,Ground Breaking,12/26/2027,2024-08-15,-1228,,Utility,In Progress,
1431,71,Bid Award,06-10-2025,2023/12/27,-531,,Third Party,Complete,On critical path
1432,75,Project Closeout,2027-03-07,2027/09/06,183,Permitting,Contractor,Delayed,
1433,75,50% Complete,04-23-2019,2019-05-24,31,Design changes,Owner,NOT STARTED,Float available
1434,75,Final Inspection,2019/03/23,08/25/2023,1616,Contractor issues,Contractor,Skipped,
1435,75,Environmental Review,01/12/2026,2026/08/21,,,Third Party,In Progress,
1436,75,Design Complete,28/06/2021,2020-03-17,-468,,Regulator,Delayed,Float available
1437,75,Substantial Completion,2020-11-12,04/12/2021,387,Supply chain delays,Contractor,complete,
1438,75,Bid Award,10/14/2022,,-437,,Engineer,Not Started,On critical path
1439,21,Substantial Completion,07/02/2025,,-1185,,Engineer,Delayed,Permit dependent
1440,21,Environmental Review,08/19/2027,16/01/2021,?,,Third Party,In Progress,On critical path
1441,21,Ground Breaking,,05-21-2022,850,,Regulator,Complete,On critical path
1442,21,Final Inspection,2026/12/08,2022-05-05,-1678,,Engineer,complete,Float available
1443,108,Environmental Review,01/19/2027,2026-11-15,-65,,Contractor,Complete,
1444,108,Bid Award,06/19/2018,08/03/2023,1723,,Contractor,Complete,Float available
1445,74,Environmental Review,04-20-2023,05-17-2027,1488,Labor shortage,Owner,,On critical path
1446,74,Design Complete,2023-05-07,10/10/2021,-574,,Contractor,Delayed,
1447,74,Bid Award,2026-05-31,2021-05-08,-1849,,Utility,COMPLETE,
1448,74,50% Complete,08/26/2025,,-58,,Regulator,In Progress,On critical path
1449,74,Final Inspection,08/21/2018,2019-08-31,,Funding gap,Contractor,In Progress,Float available
1450,74,Project Closeout,2021-02-01,09/25/2026,2062,Labor shortage,Engineer,In Progress,Permit dependent
1451,338,Final Inspection,2026/11/19,2023/05/31,-1268,,Utility,In Progress,On critical path
1452,338,Project Closeout,12/24/2020,2018/08/23,-854,,Engineer,Skipped,Float available
1453,338,Ground Breaking,2026-05-07,02-03-2026,-93,,Utility,Skipped,Float available
1454,338,Design Complete,11/10/2018,,,,Engineer,In progress,
1455,338,Environmental Review,15/01/2021,07-27-2024,1289,Environmental review,Contractor,Skipped,
1456,338,Substantial Completion,2019-07-25,,,,Regulator,Delayed,On critical path
1457,338,Bid Award,2026/08/06,12/03/2019,-2704,,Owner,Not Started,
1458,147,Final Inspection,06-05-2027,2027-01-11,-145,,Regulator,In Progress,On critical path
1459,147,Substantial Completion,07/03/2022,07-26-2018,-1438,,Contractor,Delayed,
1460,374,Project Closeout,10-25-2027,12-23-2027,59,Supply chain delays,Engineer,In progress,
1461,374,Bid Award,12/06/2025,03/02/2025,-129,,Utility,In Progress,Permit dependent
1462,374,Ground Breaking,09-28-2025,07/15/2027,655,Weather,Owner,NOT STARTED,
1463,374,Substantial Completion,2018-10-29,2022/11/11,1474,Labor shortage,Utility,Delayed,
1464,374,Environmental Review,11-15-2027,31/07/2026,-472,,Engineer,Not Started,
1465,374,50% Complete,2026/11/30,07/02/2024,-1027,,Contractor,Not Started,
1466,374,Final Inspection,10/11/2024,08/22/2020,-1511,,Utility,Complete,
1467,53,Ground Breaking,09/14/2018,,,,Third Party,Skipped,
1468,53,Bid Award,10-08-2020,2024-04-05,1275,Contractor issues,Third Party,In Progress,Permit dependent
1469,53,Final Inspection,2024-05-14,,,,Utility,,Permit dependent
1470,26,Design Complete,2023-11-21,,-767,,Owner,,Permit dependent
1471,26,Bid Award,,2027/10/10,1457,Weather,Third Party,Skipped,
1472,26,Final Inspection,11/06/2021,2020/10/26,-228,,Third Party,In Progress,
1473,26,Ground Breaking,2019-09-08,2018/07/07,,,Regulator,In Progress,Permit dependent
1474,357,Project Closeout,14/07/2019,08/23/2018,-325,,Contractor,Skipped,On critical path
1475,357,Environmental Review,,04/01/2024,,Design changes,Utility,Complete,Permit dependent
1476,357,Bid Award,2023-03-14,2025-04-29,777,,Utility,Complete,Float available
1477,357,Ground Breaking,2020/03/15,01-12-2027,2494,Design changes,Regulator,Complete,Permit dependent
1478,357,50% Complete,10-29-2025,,-2404,,Engineer,Complete,
1479,357,Final Inspection,2027-09-02,22/06/2027,-72,,Contractor,In Progress,On critical path
1480,22,Substantial Completion,10-24-2027,11-24-2025,-699,,Regulator,In Progress,
1481,22,Environmental Review,2024-11-06,,,,Regulator,Complete,
1482,22,Design Complete,2023/06/28,2026-04-12,1019,Weather,Regulator,COMPLETE,On critical path
1483,22,50% Complete,,12-08-2023,-136,,Contractor,Skipped,
1484,22,Final Inspection,06/01/2024,11-24-2021,-920,,Contractor,In Progress,On critical path
1485,23,Environmental Review,07/19/2023,12-19-2024,519,Utility conflicts,Utility,complete,
1486,23,Bid Award,2023-08-23,11/01/2021,,,Engineer,Delayed,
1487,345,Final Inspection,03-02-2020,12-24-2018,-434,,Owner,Not Started,On critical path
1488,345,Project Closeout,13/01/2024,12-17-2021,,,Contractor,Complete,
1489,345,Bid Award,2027/11/26,30/08/2018,-3375,,Engineer,Skipped,Permit dependent
1490,345,Design Complete,2021-10-02,2021-07-08,-86,,Engineer,,Float available
1491,345,50% Complete,20/04/2023,26/09/2025,890,Funding gap,Owner,Skipped,Permit dependent
1492,98,Project Closeout,2023/12/18,,n/a,,Utility,Not Started,
1493,98,50% Complete,10-02-2019,02-05-2019,,,Regulator,Complete,
1494,98,Final Inspection,06/11/2027,,,,Contractor,,Permit dependent
1495,194,Final Inspection,2020/10/09,2024-10-06,1458,Supply chain delays,Third Party,Skipped,On critical path
1496,194,50% Complete,08-27-2021,11/02/2018,-1029,,Utility,Skipped,
1497,194,Environmental Review,11-09-2021,2019/06/12,n/a,,Contractor,NOT STARTED,
1498,194,Substantial Completion,2027-12-21,02/08/2024,-1236,,Owner,Not Started,
1499,194,Design Complete,11/13/2023,2023/02/18,,,Owner,Skipped,
1500,194,Project Closeout,04-23-2026,05-01-2020,-2183,,Utility,Skipped,Float available
1501,194,Bid Award,2022-04-11,16/03/2026,1435,Design changes,Owner,Complete,Float available
1502,164,Bid Award,2019-10-19,01/28/2027,2658,Weather,Third Party,In Progress,Permit dependent
1503,164,Substantial Completion,24/03/2025,,482,Contractor issues,Third Party,Complete,
1504,164,Environmental Review,17/11/2026,19/10/2027,336,Environmental review,Contractor,Not Started,
1505,164,Design Complete,29/07/2024,27/10/2022,-641,,Third Party,In Progress,
1506,164,50% Complete,2023-09-13,03-19-2020,-1273,,Utility,In Progress,
1507,164,Final Inspection,2021/09/20,2027-10-03,2204,Weather,Utility,In Progress,
1508,182,50% Complete,01-27-2027,2020-08-23,-2348,,Contractor,Delayed,Permit dependent
1509,182,Bid Award,08/28/2022,2019-04-19,-1227,,Regulator,Complete,
1510,182,Final Inspection,2020-12-04,,,,Third Party,NOT STARTED,
1511,182,Design Complete,,,,,Utility,Complete,On critical path
1512,182,Ground Breaking,2021-06-17,2026/11/29,,Contractor issues,Engineer,In progress,Float available
1513,139,Environmental Review,17/06/2020,02/23/2021,251,Weather,Engineer,Skipped,
1514,139,Final Inspection,2018/12/23,2026/04/19,2674,Contractor issues,Regulator,In Progress,
1515,139,Ground Breaking,09/17/2025,20/07/2019,-2251,,Regulator,Skipped,
1516,139,50% Complete,,04/07/2021,494,Labor shortage,Utility,Not Started,
1517,475,Ground Breaking,06-27-2018,2021/03/25,?,Permitting,Engineer,Complete,
1518,475,Bid Award,05/08/2024,2022/10/13,-662,,Engineer,Delayed,
1519,475,Final Inspection,08/10/2026,26/07/2023,-1170,,Contractor,,Float available
1520,475,Substantial Completion,,10-04-2023,709,Weather,Owner,,Float available
1521,475,Design Complete,03/11/2022,06-07-2022,-149,,Utility,Delayed,
1522,80,Project Closeout,2026/10/15,04/20/2020,-2369,,Regulator,In Progress,
1523,80,Final Inspection,30/10/2027,05-04-2021,,,Utility,Not Started,
1524,80,Ground Breaking,2022-11-08,2027/04/04,1608,,Owner,Skipped,Float available
1525,80,Substantial Completion,2022/04/07,05/02/2027,1851,Weather,Owner,Skipped,On critical path
1526,8,Project Closeout,2024-08-25,25/01/2021,-1308,,Engineer,Skipped,Float available
1527,8,Ground Breaking,09/04/2020,2027-11-26,2639,,Engineer,Complete,On critical path
1528,8,50% Complete,2019-04-30,,894,Permitting,Contractor,In Progress,Float available
1529,8,Design Complete,07-09-2024,29/12/2021,-923,,Third Party,In Progress,Permit dependent
1530,8,Substantial Completion,2025-11-24,,,Contractor issues,Utility,In Progress,
1531,44,Bid Award,2018/08/25,2025-11-22,2646,Contractor issues,Third Party,Delayed,
1532,44,Project Closeout,2021-02-22,03-18-2024,TBD,Labor shortage,Owner,Delayed,Float available
1533,100,Substantial Completion,23/11/2024,04-21-2019,-2043,,Engineer,NOT STARTED,
1534,100,Design Complete,01-20-2019,,,,Engineer,,Permit dependent
1535,100,Final Inspection,12/05/2024,2027-09-25,,Funding gap,Engineer,Not Started,Float available
1536,237,Design Complete,31/03/2027,,-178,,Contractor,Skipped,Permit dependent
1537,237,Project Closeout,,2019-03-30,-1413,,Contractor,Complete,Float available
1538,361,Environmental Review,02-14-2024,,,,Utility,In Progress,Permit dependent
1539,361,Project Closeout,11-29-2021,,n/a,,Engineer,Skipped,
1540,361,Substantial Completion,05/11/2025,,,,Owner,Skipped,Permit dependent
1541,361,Bid Award,2021-01-06,2022/08/15,586,Weather,Contractor,Not Started,Float available
1542,361,Ground Breaking,2024/03/24,08/01/2027,1020,Environmental review,Regulator,Not Started,On critical path
1543,361,Final Inspection,09-16-2022,,,,Third Party,Complete,
1544,207,Final Inspection,11/11/2020,,,,Utility,Not Started,
1545,207,Project Closeout,12/28/2018,20/09/2019,266,,Utility,,
1546,422,Environmental Review,01/26/2027,12/08/2024,-897,,Contractor,Skipped,
1547,422,Bid Award,2024-06-16,08/06/2020,,,Regulator,Delayed,Permit dependent
1548,422,50% Complete,2019-04-26,2025/12/05,2415,Contractor issues,Owner,Skipped,
1549,422,Design Complete,02/02/2019,03/30/2027,2978,Right-of-way,Utility,Skipped,
1550,422,Final Inspection,12/04/2021,2026-07-03,,Supply chain delays,Utility,Complete,
1551,422,Ground Breaking,2023-08-15,2020-04-23,-1209,,Contractor,In Progress,
1552,422,Substantial Completion,2023-06-19,02-18-2021,-851,,Engineer,In Progress,
1553,422,Project Closeout,03/09/2027,2019/12/23,-2633,,Regulator,Delayed,
1554,439,Environmental Review,09/25/2022,2020-10-11,,,Third Party,Skipped,
1555,439,Final Inspection,07/04/2025,,,,Contractor,Delayed,
1556,439,Ground Breaking,2021/03/16,2020/03/17,-364,,Utility,In Progress,Permit dependent
1557,439,Bid Award,2023/05/15,2019/04/29,-1477,,Owner,,Float available
1558,439,Design Complete,07/16/2023,,,,Owner,complete,
1559,439,50% Complete,2019-08-03,10/21/2022,1175,Design changes,Owner,Not Started,
1560,476,Bid Award,2019/09/27,15/05/2020,231,Environmental review,Utility,Complete,
1561,476,Final Inspection,2018/12/31,12/28/2026,2919,Supply chain delays,Regulator,,
1562,476,Substantial Completion,05/18/2027,21/09/2018,-3161,,Engineer,Delayed,
1563,476,Ground Breaking,27/10/2021,08/12/2027,2233,Supply chain delays,Utility,Delayed,Float available
1564,476,Project Closeout,,07-29-2024,655,Utility conflicts,Third Party,Delayed,
1565,476,Environmental Review,2026-11-27,2024/02/20,-1011,,Third Party,Skipped,Float available
1566,476,50% Complete,11-17-2024,2027-01-28,802,Utility conflicts,Owner,,Float available
1567,491,Substantial Completion,2022/11/09,2023/06/20,223,Funding gap,Engineer,Delayed,
1568,491,Final Inspection,14/11/2022,2019-09-29,-1142,,Contractor,,
1569,491,Design Complete,,2024/09/26,1911,,Engineer,Skipped,Float available
1570,241,Final Inspection,05-08-2022,2027-05-23,1841,Weather,Engineer,Complete,On critical path
1571,241,Ground Breaking,2020/06/28,2021/03/28,273,Contractor issues,Owner,Not Started,On critical path
1572,246,Substantial Completion,2023-03-01,2026-01-20,1056,Funding gap,Owner,Delayed,Permit dependent
1573,246,Environmental Review,2021/04/23,09/12/2025,1691,Environmental review,Regulator,Skipped,Permit dependent
1574,246,50% Complete,2024/08/04,12/16/2019,,,Contractor,Skipped,
1575,246,Project Closeout,,2025/11/06,2559,Weather,Owner,Not Started,
1576,246,Bid Award,2023/01/23,11-06-2024,653,,Contractor,Skipped,Float available
1577,3,Substantial Completion,2021/03/17,2019/09/26,-538,,Contractor,In Progress,
1578,3,Project Closeout,10/24/2022,02/25/2023,124,Right-of-way,Utility,Skipped,On critical path
1579,3,Environmental Review,10-30-2021,11-28-2021,29,Right-of-way,Contractor,Complete,
1580,3,Ground Breaking,05-12-2023,2027-02-27,1387,Supply chain delays,Utility,Not Started,
1581,3,Final Inspection,,11/14/2025,,,Owner,NOT STARTED,Float available
1582,3,Design Complete,06-23-2027,2018-11-10,,,Utility,Not Started,Float available
1583,3,50% Complete,2019-02-09,08-24-2023,1657,Right-of-way,Third Party,Skipped,On critical path
1584,312,Environmental Review,08/05/2024,12/27/2026,874,,Engineer,Not Started,
1585,312,Bid Award,01/06/2024,05-18-2025,351,Environmental review,Contractor,Complete,
1586,105,Bid Award,01/08/2022,03/04/2026,1546,Environmental review,Utility,Not Started,Permit dependent
1587,105,Project Closeout,2020/07/06,,,,Utility,In Progress,On critical path
1588,105,50% Complete,2023/04/07,,,,Third Party,Skipped,Permit dependent
1589,265,Project Closeout,2022-02-10,09-03-2023,570,,Regulator,Skipped,
1590,265,Design Complete,2019/07/31,2020/11/06,464,,Contractor,Delayed,Float available
1591,201,50% Complete,22/11/2025,2025-02-19,-276,,Utility,Skipped,
1592,201,Bid Award,28/11/2020,2020-10-06,-53,,Utility,Skipped,
1593,201,Final Inspection,2024-11-22,,,,Regulator,Delayed,
1594,316,Final Inspection,08/02/2027,11-17-2021,-2084,,Utility,Complete,
1595,316,Environmental Review,13/02/2025,22/11/2020,-1544,,Owner,In Progress,
1596,316,Bid Award,02/19/2024,31/03/2023,,,Engineer,In progress,Permit dependent
1597,316,Project Closeout,09/30/2024,2020/11/26,-1404,,Engineer,,On critical path
1598,316,Ground Breaking,,2021/05/17,-2138,,Contractor,COMPLETE,Permit dependent
1599,316,Design Complete,02/04/2023,26/09/2025,965,Weather,Engineer,Complete,Permit dependent
1600,314,Bid Award,08/20/2018,08-16-2026,,Utility conflicts,Utility,Delayed,Permit dependent
1601,314,Ground Breaking,12/07/2027,05-10-2024,-1306,,Regulator,Complete,Float available
1602,314,Environmental Review,11/09/2020,2019/09/07,-429,,Regulator,Delayed,
1603,314,Design Complete,09-04-2024,2023-09-09,-361,,Engineer,In progress,Permit dependent
1604,314,50% Complete,2018-07-03,09-13-2027,3359,,Third Party,Skipped,Permit dependent
1605,314,Final Inspection,23/08/2023,03/17/2022,-524,,Third Party,In Progress,Permit dependent
1606,314,Substantial Completion,2025/12/21,,-410,,Owner,COMPLETE,
1607,314,Project Closeout,09/20/2027,2027/10/08,18,Environmental review,Utility,Complete,
1608,95,Final Inspection,2021/01/04,,514,Environmental review,Engineer,COMPLETE,
1609,95,Ground Breaking,2026/02/26,25/02/2026,-1,,Third Party,Complete,Permit dependent
1610,95,50% Complete,09/21/2026,03/18/2021,-2013,,Engineer,In Progress,
1611,481,Project Closeout,08/06/2020,,1633,Environmental review,Contractor,In progress,Float available
1612,481,Ground Breaking,2027-03-18,01-03-2021,-2265,,Third Party,Delayed,Permit dependent
1613,481,Final Inspection,28/11/2027,06/08/2019,,,Third Party,In Progress,
1614,481,Substantial Completion,04/10/2025,11-19-2024,-319,,Utility,Not Started,Permit dependent
1615,481,Design Complete,2019-01-14,11/03/2027,,Weather,Owner,Complete,
1616,481,Environmental Review,2024/10/19,2023-01-08,-650,,Owner,Complete,
1617,481,50% Complete,,2025-01-30,-513,,Owner,Delayed,
1618,141,Final Inspection,03-17-2022,08-11-2024,878,Design changes,Regulator,In progress,Float available
1619,141,Substantial Completion,2024/02/04,07-16-2019,-1664,,Engineer,Not Started,Permit dependent
1620,84,Bid Award,08/07/2026,01-02-2026,-187,,Third Party,Not Started,On critical path
1621,84,Design Complete,21/02/2021,09-12-2018,-893,,Regulator,Delayed,
1622,84,50% Complete,10-11-2021,2023/08/15,673,,Regulator,Delayed,
1623,84,Final Inspection,07/31/2024,03-26-2021,-1223,,Regulator,Delayed,Permit dependent
1624,84,Substantial Completion,01-29-2019,07/08/2020,526,,Utility,Skipped,
1625,282,Bid Award,2018-10-25,,,,Third Party,Complete,
1626,282,Ground Breaking,,,,,Utility,Delayed,Permit dependent
1627,282,Environmental Review,24/11/2024,,,,Third Party,Complete,Permit dependent
1628,282,50% Complete,2021/06/17,2027-11-17,2344,Right-of-way,Owner,In Progress,
1629,282,Final Inspection,2023/04/19,2020/03/26,-1119,,Owner,Delayed,Float available
1630,282,Project Closeout,,28/03/2027,,,Utility,In Progress,
1631,38,Final Inspection,12-24-2022,,,,Contractor,Not Started,Permit dependent
1632,38,Ground Breaking,05/23/2019,10/29/2025,2351,Labor shortage,Owner,Delayed,
1633,38,Substantial Completion,2020-10-18,,,,Owner,Delayed,Float available
1634,38,Project Closeout,04/10/2022,04/03/2019,-1310,,Regulator,Skipped,
1635,38,Environmental Review,10/23/2023,03/02/2025,469,Permitting,Owner,Not Started,Permit dependent
1636,38,Bid Award,04/06/2025,09-05-2027,,Right-of-way,Contractor,Complete,Permit dependent
1637,153,Bid Award,2027-10-03,2020-04-26,-2716,,Third Party,Not Started,
1638,153,Ground Breaking,2022-11-05,2023/04/23,169,,Utility,In Progress,On critical path
1639,153,Environmental Review,2026/05/13,03/04/2024,-770,,Regulator,In Progress,
1640,153,Design Complete,05-07-2019,15/01/2025,2080,Weather,Third Party,Not Started,
1641,153,50% Complete,2019-03-20,24/02/2025,2168,Labor shortage,Contractor,Not Started,
1642,153,Project Closeout,29/08/2023,,-1713,,Third Party,In progress,On critical path
1643,323,50% Complete,01/10/2021,03/26/2020,-554,,Owner,Delayed,Permit dependent
1644,323,Bid Award,2026/02/19,2026/10/01,224,Weather,Contractor,Complete,
1645,323,Final Inspection,07-13-2022,,1271,Utility conflicts,Regulator,Skipped,On critical path
1646,204,Final Inspection,2021/01/30,2022-01-17,352,Funding gap,Utility,Not Started,Float available
1647,204,Bid Award,2023-10-19,,730,Weather,Owner,Complete,
1648,204,Environmental Review,08/21/2026,03/08/2023,-1262,,Third Party,In Progress,
1649,204,Substantial Completion,2018/07/25,2025-03-07,2417,,Third Party,complete,Float available
1650,204,Project Closeout,,10/06/2019,-979,,Utility,Delayed,
1651,204,50% Complete,2018-08-23,2025-04-15,n/a,Labor shortage,Utility,Not Started,On critical path
1652,462,Design Complete,2024-07-05,05/06/2024,-60,,Contractor,Skipped,On critical path
1653,462,Substantial Completion,11/10/2025,2027-06-01,568,Labor shortage,Engineer,In progress,Permit dependent
1654,236,Ground Breaking,2021/02/03,,-425,,Regulator,In Progress,On critical path
1655,236,Design Complete,2021/10/04,2023-12-25,812,,Contractor,In Progress,
1656,236,Substantial Completion,15/10/2027,09-04-2024,-1136,,Regulator,Delayed,
1657,236,Environmental Review,17/02/2021,,,,Utility,Delayed,
1658,236,Final Inspection,12/05/2018,08-24-2020,,Labor shortage,Contractor,,
1659,236,Project Closeout,2020-11-20,21/02/2021,93,,Contractor,Not Started,
1660,236,50% Complete,06/22/2023,,713,Labor shortage,Owner,Delayed,
1661,103,Project Closeout,04/07/2020,2019/11/08,-239,,Utility,Delayed,
1662,103,Final Inspection,2025-01-01,,526,Contractor issues,Contractor,Not Started,
1663,103,Design Complete,2024/11/10,02-22-2027,834,Utility conflicts,Engineer,Delayed,
1664,24,Design Complete,11-27-2020,03/21/2020,,,Owner,Skipped,
1665,24,Final Inspection,2019-11-06,06-18-2019,-141,,Owner,complete,
1666,24,Ground Breaking,2025/02/06,08/23/2020,,,Utility,,Float available
1667,24,Environmental Review,05/27/2022,18/02/2020,-829,,Contractor,COMPLETE,
1668,24,Project Closeout,26/07/2027,07/26/2025,-730,,Engineer,Complete,Permit dependent
1669,24,50% Complete,2023-02-14,24/11/2019,-1178,,Regulator,Delayed,
1670,487,Ground Breaking,2027-01-20,2024-07-24,-910,,Owner,Complete,On critical path
1671,487,50% Complete,2019-02-12,,,,Contractor,In Progress,
1672,487,Project Closeout,14/09/2024,2025/04/12,210,Funding gap,Third Party,In Progress,
1673,487,Substantial Completion,04/19/2027,,,,Utility,Skipped,
1674,487,Final Inspection,13/02/2020,,,,Engineer,Complete,
1675,456,Substantial Completion,2020-07-11,,,,Contractor,In Progress,Permit dependent
1676,456,Bid Award,07-21-2024,,N/A,,Owner,In Progress,
1677,456,50% Complete,03/10/2023,,,,Engineer,In Progress,
1678,456,Ground Breaking,2021-08-20,22/06/2020,-424,,Engineer,Delayed,
1679,456,Final Inspection,2022/04/11,,,,Owner,Delayed,On critical path
1680,456,Project Closeout,11/27/2024,,,,Regulator,Not Started,On critical path
1681,456,Design Complete,02/01/2024,,,,Regulator,Complete,
1682,456,Environmental Review,,,,,Third Party,NOT STARTED,On critical path
1683,239,Environmental Review,2025/12/18,2026-11-15,332,Environmental review,Utility,In progress,Permit dependent
1684,239,Final Inspection,07-17-2025,2025-03-10,-129,,Regulator,Not Started,Float available
1685,239,Design Complete,01/29/2019,2023-03-05,1496,Utility conflicts,Owner,Complete,
1686,239,Substantial Completion,2026/02/15,04/14/2019,-2499,,Regulator,Skipped,
1687,239,50% Complete,2023/07/05,13/01/2023,-173,,Utility,Not Started,Permit dependent
1688,239,Ground Breaking,2026/07/13,05/27/2023,-1143,,Contractor,Complete,
1689,62,Ground Breaking,07/05/2021,,,,Third Party,In Progress,
